review_count,stars,Take-out,GoodFor_lunch,GoodFor_dinner,GoodFor_breakfast,Noise_Level,Takes_Reservations,Delivery,Parking_lot,WheelchairAccessible,Alcohol,WaiterService,Wi-Fi
13,0,TRUE,FALSE,TRUE,FALSE,quiet,TRUE,TRUE,FALSE,FALSE,full_bar,TRUE,no
4,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,N/A,FALSE,N/A,none,TRUE,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,free
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,N/A,TRUE,N/A
21,1,TRUE,TRUE,FALSE,FALSE,N/A,TRUE,TRUE,N/A,N/A,full_bar,TRUE,N/A
11,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,N/A
23,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,no
4,1,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,average,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1224,1,TRUE,TRUE,FALSE,FALSE,loud,FALSE,FALSE,FALSE,TRUE,none,TRUE,no
4,1,N/A,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,beer_and_wine,TRUE,N/A
5,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,none,TRUE,N/A
12,1,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,TRUE,N/A,N/A,N/A
5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
4,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,TRUE,N/A,N/A,full_bar,TRUE,no
22,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,N/A,TRUE,no
84,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,FALSE,beer_and_wine,TRUE,no
5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
27,1,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,no
37,1,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A
4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,1,TRUE,FALSE,FALSE,FALSE,N/A,N/A,TRUE,FALSE,N/A,N/A,N/A,N/A
3,0,TRUE,N/A,N/A,N/A,N/A,N/A,TRUE,FALSE,N/A,N/A,FALSE,N/A
60,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
28,1,TRUE,FALSE,FALSE,TRUE,average,FALSE,FALSE,FALSE,FALSE,none,TRUE,free
41,1,TRUE,FALSE,TRUE,FALSE,average,FALSE,FALSE,FALSE,N/A,full_bar,TRUE,no
13,1,TRUE,N/A,N/A,N/A,average,TRUE,TRUE,FALSE,N/A,beer_and_wine,TRUE,no
13,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,TRUE,none,TRUE,no
5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
14,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
3,0,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,TRUE,N/A,N/A,none,FALSE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,1,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,N/A,FALSE,N/A,N/A,N/A,N/A
10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
13,1,TRUE,FALSE,FALSE,FALSE,loud,TRUE,FALSE,FALSE,N/A,none,TRUE,no
43,1,TRUE,FALSE,FALSE,FALSE,loud,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,free
6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,1,TRUE,FALSE,FALSE,FALSE,quiet,FALSE,TRUE,FALSE,N/A,none,FALSE,no
8,1,N/A,N/A,N/A,N/A,loud,N/A,N/A,FALSE,N/A,full_bar,N/A,N/A
12,1,N/A,N/A,N/A,N/A,quiet,N/A,N/A,FALSE,N/A,full_bar,N/A,N/A
4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14,0,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,N/A,FALSE,N/A,N/A,TRUE,no
3,1,FALSE,FALSE,FALSE,FALSE,loud,TRUE,FALSE,N/A,N/A,N/A,TRUE,N/A
15,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
24,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
27,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,no
15,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
19,1,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A
10,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
7,0,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A
11,1,N/A,FALSE,FALSE,FALSE,average,N/A,N/A,N/A,N/A,N/A,TRUE,N/A
10,1,TRUE,FALSE,FALSE,FALSE,loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
144,1,N/A,N/A,N/A,N/A,loud,N/A,N/A,FALSE,FALSE,full_bar,N/A,N/A
3,0,N/A,FALSE,FALSE,FALSE,average,FALSE,N/A,FALSE,N/A,none,TRUE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,1,N/A,N/A,N/A,N/A,loud,N/A,N/A,FALSE,N/A,full_bar,N/A,N/A
3,1,N/A,FALSE,FALSE,FALSE,N/A,N/A,N/A,FALSE,N/A,none,TRUE,N/A
12,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
36,1,N/A,N/A,N/A,N/A,very_loud,N/A,N/A,FALSE,FALSE,full_bar,N/A,N/A
8,1,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,TRUE,N/A,N/A,N/A
164,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,free
26,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,no
202,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,TRUE,FALSE,full_bar,TRUE,free
7,0,FALSE,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,full_bar,N/A,N/A
39,0,TRUE,FALSE,TRUE,FALSE,very_loud,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
5,1,TRUE,FALSE,FALSE,FALSE,average,N/A,N/A,FALSE,N/A,full_bar,TRUE,N/A
5,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,free
9,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,N/A,N/A,TRUE,N/A
5,0,TRUE,N/A,N/A,N/A,average,N/A,TRUE,N/A,N/A,beer_and_wine,N/A,N/A
3,1,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,TRUE,N/A,N/A,none,N/A,N/A
7,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,N/A,N/A,N/A,TRUE,no
24,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,FALSE,full_bar,TRUE,free
3,1,N/A,N/A,N/A,N/A,average,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
6,1,N/A,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,N/A
20,1,TRUE,TRUE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,free
6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,0,TRUE,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A
21,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,free
7,1,FALSE,N/A,N/A,N/A,N/A,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,1,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,TRUE,FALSE,N/A,none,TRUE,no
5,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,N/A,N/A,none,FALSE,N/A
5,1,TRUE,N/A,N/A,N/A,quiet,FALSE,TRUE,N/A,TRUE,none,FALSE,N/A
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17,1,N/A,FALSE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
6,1,N/A,FALSE,FALSE,FALSE,quiet,N/A,N/A,FALSE,N/A,beer_and_wine,TRUE,N/A
8,1,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A
22,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,N/A,N/A,beer_and_wine,N/A,N/A
8,0,TRUE,TRUE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,none,FALSE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
439,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
71,1,FALSE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,N/A,full_bar,TRUE,N/A
34,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,no
3,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,N/A,N/A,N/A,N/A,TRUE,N/A
9,1,FALSE,FALSE,TRUE,FALSE,very_loud,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
5,0,TRUE,FALSE,FALSE,FALSE,N/A,N/A,FALSE,N/A,N/A,none,N/A,N/A
68,1,TRUE,FALSE,FALSE,FALSE,loud,FALSE,FALSE,FALSE,FALSE,none,FALSE,no
15,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,no
3,1,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
9,1,N/A,N/A,N/A,N/A,quiet,N/A,FALSE,N/A,N/A,N/A,N/A,N/A
5,0,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,N/A,full_bar,TRUE,N/A
3,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
11,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,1,TRUE,FALSE,FALSE,FALSE,quiet,N/A,TRUE,FALSE,N/A,none,N/A,N/A
51,1,TRUE,TRUE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,none,TRUE,no
4,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,TRUE,none,FALSE,free
5,0,TRUE,N/A,N/A,N/A,average,N/A,FALSE,FALSE,N/A,none,N/A,no
30,1,N/A,N/A,N/A,N/A,very_loud,N/A,N/A,FALSE,TRUE,full_bar,N/A,N/A
5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
9,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,N/A,N/A,TRUE,N/A
8,1,TRUE,TRUE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,TRUE,none,FALSE,N/A
16,1,TRUE,FALSE,TRUE,FALSE,loud,TRUE,FALSE,FALSE,N/A,none,TRUE,N/A
5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
6,0,FALSE,N/A,N/A,N/A,N/A,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A
15,1,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,N/A,FALSE,N/A,full_bar,TRUE,no
11,1,TRUE,N/A,N/A,N/A,N/A,TRUE,FALSE,N/A,N/A,N/A,TRUE,N/A
6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
3,1,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,TRUE,FALSE,N/A,N/A,N/A,N/A
7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,free
12,1,FALSE,FALSE,FALSE,FALSE,very_loud,TRUE,TRUE,FALSE,N/A,none,TRUE,no
18,1,N/A,N/A,N/A,N/A,average,N/A,N/A,N/A,N/A,full_bar,N/A,N/A
5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,free
23,1,N/A,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,FALSE,N/A,N/A,N/A,no
20,0,FALSE,TRUE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
22,1,TRUE,TRUE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,none,TRUE,no
7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
4,1,N/A,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,N/A
8,1,FALSE,N/A,N/A,N/A,N/A,TRUE,FALSE,N/A,N/A,none,TRUE,N/A
5,1,TRUE,N/A,N/A,N/A,N/A,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A
34,1,N/A,N/A,N/A,N/A,loud,N/A,N/A,FALSE,N/A,full_bar,N/A,free
15,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,free
4,1,TRUE,N/A,N/A,N/A,N/A,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A
6,1,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,N/A,N/A,N/A,N/A
9,1,N/A,N/A,N/A,N/A,average,TRUE,N/A,N/A,N/A,N/A,TRUE,N/A
4,1,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,N/A
3,1,TRUE,N/A,N/A,N/A,average,FALSE,TRUE,N/A,N/A,N/A,FALSE,N/A
26,1,TRUE,TRUE,TRUE,FALSE,average,FALSE,TRUE,FALSE,N/A,full_bar,TRUE,no
13,1,TRUE,FALSE,FALSE,FALSE,loud,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,free
4,0,TRUE,FALSE,FALSE,FALSE,average,N/A,TRUE,FALSE,N/A,N/A,FALSE,N/A
22,1,TRUE,TRUE,TRUE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
72,1,TRUE,FALSE,TRUE,FALSE,loud,FALSE,FALSE,FALSE,FALSE,beer_and_wine,TRUE,free
8,1,TRUE,FALSE,FALSE,FALSE,N/A,N/A,TRUE,FALSE,FALSE,N/A,TRUE,N/A
7,1,N/A,FALSE,FALSE,FALSE,N/A,N/A,N/A,FALSE,N/A,N/A,TRUE,N/A
6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
6,1,N/A,FALSE,FALSE,FALSE,N/A,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
15,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,free
8,1,N/A,TRUE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,free
5,1,N/A,N/A,N/A,N/A,loud,N/A,N/A,N/A,N/A,full_bar,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,1,TRUE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,no
14,1,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,N/A,N/A,N/A,N/A
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,no
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
13,1,FALSE,TRUE,TRUE,FALSE,very_loud,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,no
25,1,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,N/A,N/A,N/A,N/A,free
34,1,FALSE,FALSE,FALSE,TRUE,average,TRUE,FALSE,FALSE,N/A,none,TRUE,no
5,1,TRUE,FALSE,FALSE,FALSE,quiet,TRUE,N/A,FALSE,N/A,none,TRUE,no
6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,N/A
111,1,TRUE,FALSE,FALSE,FALSE,loud,FALSE,FALSE,FALSE,TRUE,beer_and_wine,TRUE,no
298,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,FALSE,FALSE,FALSE,none,FALSE,no
7,1,N/A,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
4,1,TRUE,FALSE,FALSE,FALSE,N/A,N/A,N/A,FALSE,N/A,beer_and_wine,TRUE,N/A
35,1,TRUE,TRUE,FALSE,FALSE,average,FALSE,TRUE,FALSE,N/A,beer_and_wine,TRUE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
38,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,N/A,full_bar,TRUE,free
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
7,0,TRUE,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,N/A,TRUE,N/A
7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
8,1,TRUE,TRUE,TRUE,FALSE,loud,N/A,N/A,FALSE,N/A,full_bar,TRUE,N/A
7,0,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,TRUE,FALSE,FALSE,beer_and_wine,FALSE,free
10,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,N/A,FALSE,FALSE,N/A,TRUE,N/A
6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,free
12,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,TRUE,FALSE,N/A,beer_and_wine,TRUE,N/A
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,TRUE,N/A,N/A,N/A
9,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
12,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,TRUE,N/A
9,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
10,1,TRUE,FALSE,TRUE,FALSE,very_loud,TRUE,TRUE,FALSE,N/A,none,TRUE,no
18,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,N/A
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
33,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,N/A,none,TRUE,free
3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A
9,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,N/A,beer_and_wine,TRUE,no
30,1,N/A,N/A,N/A,N/A,very_loud,N/A,N/A,FALSE,FALSE,full_bar,N/A,N/A
10,1,FALSE,N/A,N/A,N/A,N/A,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A
4,1,TRUE,N/A,N/A,N/A,average,TRUE,TRUE,N/A,N/A,N/A,TRUE,N/A
7,1,N/A,N/A,N/A,N/A,N/A,TRUE,FALSE,N/A,N/A,N/A,N/A,N/A
5,0,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22,1,FALSE,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,free
4,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,TRUE,FALSE,N/A,N/A,N/A,N/A
4,1,TRUE,FALSE,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,free
114,1,FALSE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,FALSE,full_bar,TRUE,no
3,1,TRUE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A,free
10,1,N/A,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,N/A
12,1,TRUE,TRUE,FALSE,FALSE,quiet,TRUE,TRUE,FALSE,TRUE,full_bar,TRUE,N/A
60,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,FALSE,full_bar,TRUE,no
5,1,TRUE,FALSE,FALSE,FALSE,quiet,FALSE,TRUE,FALSE,N/A,none,FALSE,no
4,1,TRUE,FALSE,FALSE,FALSE,N/A,TRUE,N/A,N/A,N/A,N/A,N/A,N/A
5,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A
7,1,TRUE,TRUE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,none,FALSE,no
9,1,FALSE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
3,1,TRUE,FALSE,FALSE,FALSE,N/A,N/A,N/A,FALSE,N/A,N/A,TRUE,N/A
5,1,N/A,FALSE,FALSE,FALSE,quiet,TRUE,N/A,FALSE,FALSE,full_bar,TRUE,no
14,1,FALSE,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
8,1,TRUE,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A,N/A
33,1,FALSE,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,free
38,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,none,TRUE,no
4,0,N/A,FALSE,FALSE,FALSE,average,TRUE,N/A,FALSE,N/A,none,TRUE,N/A
3,0,TRUE,N/A,N/A,N/A,N/A,FALSE,N/A,N/A,N/A,N/A,N/A,N/A
43,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,no
34,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,TRUE,N/A,N/A,full_bar,TRUE,no
5,1,TRUE,FALSE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,N/A,N/A,no
4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7,1,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A
29,0,TRUE,FALSE,TRUE,FALSE,quiet,TRUE,FALSE,TRUE,TRUE,beer_and_wine,TRUE,no
3,1,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,FALSE,N/A,N/A,N/A
7,1,TRUE,N/A,N/A,N/A,average,N/A,FALSE,FALSE,N/A,N/A,N/A,N/A
9,1,TRUE,FALSE,FALSE,FALSE,average,TRUE,TRUE,FALSE,TRUE,beer_and_wine,TRUE,free
3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,N/A
3,1,N/A,N/A,N/A,N/A,average,N/A,N/A,N/A,N/A,N/A,TRUE,N/A
26,1,N/A,FALSE,FALSE,FALSE,quiet,TRUE,FALSE,FALSE,N/A,N/A,TRUE,no
7,1,TRUE,TRUE,TRUE,FALSE,N/A,FALSE,FALSE,FALSE,TRUE,none,FALSE,N/A
43,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,TRUE,full_bar,TRUE,free
3,1,TRUE,FALSE,FALSE,FALSE,quiet,FALSE,FALSE,FALSE,N/A,none,FALSE,no
10,1,N/A,FALSE,FALSE,FALSE,average,N/A,FALSE,FALSE,N/A,N/A,TRUE,no
15,0,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,N/A,none,TRUE,free
9,1,TRUE,FALSE,FALSE,FALSE,average,FALSE,FALSE,FALSE,N/A,none,FALSE,free
5,0,N/A,FALSE,FALSE,FALSE,N/A,N/A,TRUE,N/A,N/A,N/A,N/A,N/A
12,0,TRUE,FALSE,FALSE,FALSE,N/A,N/A,TRUE,N/A,N/A,beer_and_wine,TRUE,N/A
19,1,TRUE,FALSE,TRUE,FALSE,average,TRUE,FALSE,FALSE,N/A,full_bar,TRUE,N/A
51,1,FALSE,FALSE,TRUE,FALSE,loud,FALSE,FALSE,FALSE,FALSE,full_bar,TRUE,no
